CVE;advisory name;advisory URL;unknown PoC;Github PoC;Curl PoC;XML PoC;
CVE-2014-3600;SNYK-JAVA-ORGAPACHEACTIVEMQ-30483;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-3048;no;no;no;yes;
CVE-2014-3579;SNYK-JAVA-ORGAPACHEACTIVEMQ-30508;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEACTIVEMQ-3050;no;no;no;yes;
CVE-2014-3578;SNYK-JAVA-ORGSPRINGFRAMEWORK-31325;https://security.snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORK-3132;no;no;yes;no;
CVE-2014-3574;SNYK-JAVA-ORGAPACHEPOI-30027;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEPOI-3002;no;no;no;yes;
CVE-2014-3529;SNYK-JAVA-ORGAPACHEPOI-30026;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEPOI-3002;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICEWINDOWSAZURE-5918849;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICEWINDOWSAZURE-591884;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICETECHNORATI-5918850;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICETECHNORATI-591885;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICESLIDESHARE-5918851;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICESLIDESHARE-591885;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICENIRVANIX-5918846;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICENIRVANIX-591884;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAUDIOSCROBBLER-5918852;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAUDIOSCROBBLER-591885;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAPI-5918847;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAPI-591884;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAMAZON-5918848;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDSERVICEAMAZON-591884;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDREST-5918853;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDREST-591885;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDOPENID-5918854;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDOPENID-591885;no;no;no;yes;
CVE-2014-2682;SNYK-PHP-ZENDFRAMEWORKZENDFRAMEWORK1-5918855;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDFRAMEWORK1-591885;no;no;no;yes;
CVE-2014-2055;SNYK-PHP-SABREDAV-70131;https://security.snyk.io/vuln/SNYK-PHP-SABREDAV-7013;no;no;no;yes;
CVE-2014-2053;SNYK-PHP-JAMESHEINRICHGETID3-72373;https://security.snyk.io/vuln/SNYK-PHP-JAMESHEINRICHGETID3-7237;no;no;no;yes;
CVE-2014-125087;SNYK-JAVA-COMJAMESMURTYUTILS-3325621;https://security.snyk.io/vuln/SNYK-JAVA-COMJAMESMURTYUTILS-332562;no;no;no;yes;
CVE-2014-0130;SNYK-RUBY-ACTIONPACK-20158;https://security.snyk.io/vuln/SNYK-RUBY-ACTIONPACK-2015;no;no;yes;no;
CVE-2013-7315;SNYK-JAVA-ORGSPRINGFRAMEWORK-30162;https://security.snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORK-3016;no;no;no;yes;
CVE-2013-6440;SNYK-JAVA-ORGOPENSAML-31267;https://security.snyk.io/vuln/SNYK-JAVA-ORGOPENSAML-3126;no;no;no;yes;
CVE-2013-6397;SNYK-JAVA-ORGAPACHESOLR-536486;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESOLR-53648;no;no;yes;no;
CVE-2013-6397;SNYK-JAVA-ORGAPACHESOLR-30036;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESOLR-3003;no;no;yes;no;
CVE-2013-4701;SNYK-PHP-OPENIDPHPOPENID-72374;https://security.snyk.io/vuln/SNYK-PHP-OPENIDPHPOPENID-7237;no;no;no;yes;
CVE-2013-4510;SNYK-PYTHON-TRYTON-40228;https://security.snyk.io/vuln/SNYK-PYTHON-TRYTON-4022;no;no;yes;no;
CVE-2013-4413;SNYK-RUBY-WICKED-20111;https://security.snyk.io/vuln/SNYK-RUBY-WICKED-2011;no;no;yes;no;
CVE-2013-4315;SNYK-PYTHON-DJANGO-40225;https://security.snyk.io/vuln/SNYK-PYTHON-DJANGO-4022;no;no;yes;no;
CVE-2013-3827;SNYK-JAVA-COMSUNFACES-30086;https://security.snyk.io/vuln/SNYK-JAVA-COMSUNFACES-3008;no;no;no;yes;
CVE-2013-2619;SNYK-PYTHON-ASPEN-40187;https://security.snyk.io/vuln/SNYK-PYTHON-ASPEN-4018;no;no;yes;no;
CVE-2013-1812;SNYK-RUBY-RUBYOPENID-536103;https://security.snyk.io/vuln/SNYK-RUBY-RUBYOPENID-53610;no;no;no;yes;
CVE-2013-1665;SNYK-PYTHON-DEFUSEDXML-40746;https://security.snyk.io/vuln/SNYK-PYTHON-DEFUSEDXML-4074;no;no;no;yes;
CVE-2012-6612;SNYK-JAVA-ORGAPACHESOLR-30738;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESOLR-3073;no;no;no;yes;
CVE-2012-5657;SNYK-PHP-ZENDFRAMEWORKZENDFRAMEWORK1-6156633;https://security.snyk.io/vuln/SNYK-PHP-ZENDFRAMEWORKZENDFRAMEWORK1-615663;no;no;no;yes;
CVE-2012-4399;SNYK-PHP-CAKEPHPCAKEPHP-3252479;https://security.snyk.io/vuln/SNYK-PHP-CAKEPHPCAKEPHP-325247;no;no;no;yes;
CVE-2012-3865;SNYK-RUBY-PUPPET-20316;https://security.snyk.io/vuln/SNYK-RUBY-PUPPET-2031;no;no;yes;no;
CVE-2012-2139;SNYK-RUBY-MAIL-20026;https://security.snyk.io/vuln/SNYK-RUBY-MAIL-2002;no;no;yes;no;
CVE-2012-1089;SNYK-JAVA-ORGAPACHEWICKET-31012;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEWICKET-3101;no;no;yes;no;
CVE-2011-4367;SNYK-JAVA-ORGAPACHEMYFACESCORE-30673;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEMYFACESCORE-3067;no;no;yes;no;
CVE-2011-4367;SNYK-JAVA-ORGAPACHEMYFACESCORE-30023;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEMYFACESCORE-3002;no;no;yes;no;
CVE-2011-3848;SNYK-RUBY-PUPPET-20302;https://security.snyk.io/vuln/SNYK-RUBY-PUPPET-2030;no;no;yes;no;
CVE-2011-3009;SNYK-UNMANAGED-RUBY-5457860;https://security.snyk.io/vuln/SNYK-UNMANAGED-RUBY-545786;no;no;yes;no;
CVE-2011-0698;SNYK-PYTHON-DJANGO-40060;https://security.snyk.io/vuln/SNYK-PYTHON-DJANGO-4006;no;no;yes;no;
CVE-2010-3863;SNYK-JAVA-ORGJSECURITY-31217;https://security.snyk.io/vuln/SNYK-JAVA-ORGJSECURITY-3121;no;no;yes;no;
CVE-2010-3863;SNYK-JAVA-ORGAPACHESHIRO-30725;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESHIRO-3072;no;no;yes;no;
CVE-2010-3863;SNYK-JAVA-ORGAPACHESHIRO-30722;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESHIRO-3072;no;no;yes;no;
CVE-2010-3718;SNYK-JAVA-TOMCAT-31359;https://security.snyk.io/vuln/SNYK-JAVA-TOMCAT-3135;no;no;yes;no;
CVE-2010-3718;SNYK-JAVA-ORGAPACHETOMCATEMBED-30953;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMCATEMBED-3095;no;no;yes;no;
CVE-2010-3718;SNYK-JAVA-ORGAPACHETOMCAT-460328;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMCAT-46032;no;no;yes;no;
CVE-2010-3718;SNYK-JAVA-ORGAPACHETOMCAT-460327;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHETOMCAT-46032;no;no;yes;no;
CVE-2010-2245;SNYK-JAVA-ORGAPACHEWINK-31024;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEWINK-3102;no;no;no;yes;
CVE-2010-2245;SNYK-JAVA-ORGAPACHEWINK-31023;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEWINK-3102;no;no;no;yes;
CVE-2009-2265;SNYK-PYTHON-ZOPEHTML-42013;https://security.snyk.io/vuln/SNYK-PYTHON-ZOPEHTML-4201;no;no;yes;no;
CVE-2009-1523;SNYK-JAVA-ORGMORTBAYJETTY-5819545;https://security.snyk.io/vuln/SNYK-JAVA-ORGMORTBAYJETTY-581954;no;no;yes;no;
CVE-2009-1523;SNYK-JAVA-ORGECLIPSEJETTY-5819544;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-581954;no;no;yes;no;
CVE-2009-1523;SNYK-JAVA-ORGECLIPSEJETTY-5819543;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-581954;no;no;yes;no;
CVE-2009-1523;SNYK-JAVA-ORGECLIPSEJETTY-5819542;https://security.snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-581954;no;no;yes;no;
CVE-2008-7262;SNYK-PYTHON-PYFTPDLIB-42136;https://security.snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-4213;no;no;yes;no;
CVE-2008-6505;SNYK-JAVA-ORGAPACHESTRUTS-6241849;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESTRUTS-624184;no;no;yes;no;
CVE-2008-1891;SNYK-RUBY-WEBRICK-1315614;https://security.snyk.io/vuln/SNYK-RUBY-WEBRICK-131561;no;no;yes;no;
CVE-2008-0252;SNYK-PYTHON-CHERRYPY-42157;https://security.snyk.io/vuln/SNYK-PYTHON-CHERRYPY-4215;no;no;yes;no;
CVE-2007-6736;SNYK-PYTHON-PYFTPDLIB-42147;https://security.snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-4214;no;no;yes;no;
CVE-2007-6612;SNYK-RUBY-MONGREL-5916515;https://security.snyk.io/vuln/SNYK-RUBY-MONGREL-591651;no;no;yes;no;
CVE-2007-4559;SNYK-PYTHON-VIRTOOLCORE-3152691;https://security.snyk.io/vuln/SNYK-PYTHON-VIRTOOLCORE-315269;no;no;yes;no;
CVE-2006-3360;SNYK-PHP-PHPSYSINFOPHPSYSINFO-5351798;https://security.snyk.io/vuln/SNYK-PHP-PHPSYSINFOPHPSYSINFO-535179;no;no;yes;no;
CVE-2006-0847;SNYK-PYTHON-CHERRYPY-449897;https://security.snyk.io/vuln/SNYK-PYTHON-CHERRYPY-44989;no;no;yes;no;
