CVE;advisory name;advisory URL;unknown PoC;Github PoC;Curl PoC;XML PoC;
CVE-2023-39916;SNYK-RUST-ROUTINATOR-5901496;https://security.snyk.io/vuln/SNYK-RUST-ROUTINATOR-590149;no;no;yes;no;
CVE-2023-39810;SNYK-UNMANAGED-BUSYBOX-5880458;https://security.snyk.io/vuln/SNYK-UNMANAGED-BUSYBOX-588045;no;no;yes;no;
CVE-2023-39584;SNYK-JS-HEXO-5889980;https://security.snyk.io/vuln/SNYK-JS-HEXO-588998;no;no;yes;no;
CVE-2023-39584;SNYK-JAVA-ORGWEBJARSNPM-5891064;https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-589106;no;no;yes;no;
CVE-2023-39525;SNYK-PHP-PRESTASHOPPRESTASHOP-5826048;https://security.snyk.io/vuln/SNYK-PHP-PRESTASHOPPRESTASHOP-582604;no;no;yes;no;
CVE-2023-39139;SNYK-PUB-ARCHIVE-5876638;https://security.snyk.io/vuln/SNYK-PUB-ARCHIVE-587663;no;no;yes;no;
CVE-2023-39138;SNYK-SWIFT-WEICHSELZIPFOUNDATION-5876635;https://security.snyk.io/vuln/SNYK-SWIFT-WEICHSELZIPFOUNDATION-587663;no;no;yes;no;
CVE-2023-39138;SNYK-COCOAPODS-ZIPFOUNDATION-5876636;https://security.snyk.io/vuln/SNYK-COCOAPODS-ZIPFOUNDATION-587663;no;no;yes;no;
CVE-2023-38708;SNYK-PHP-PIMCOREPIMCORE-5819546;https://security.snyk.io/vuln/SNYK-PHP-PIMCOREPIMCORE-581954;no;no;yes;no;
CVE-2023-38695;SNYK-JS-SIMONSMITHCYPRESSIMAGESNAPSHOT-5813755;https://security.snyk.io/vuln/SNYK-JS-SIMONSMITHCYPRESSIMAGESNAPSHOT-581375;no;no;yes;no;
CVE-2023-38633;SNYK-UNMANAGED-LIBRSVG-5803003;https://security.snyk.io/vuln/SNYK-UNMANAGED-LIBRSVG-580300;no;no;yes;no;
CVE-2023-38490;SNYK-PHP-GETKIRBYCMS-5808440;https://security.snyk.io/vuln/SNYK-PHP-GETKIRBYCMS-580844;no;no;no;yes;
CVE-2023-38337;SNYK-RUBY-RSWAG-5777686;https://security.snyk.io/vuln/SNYK-RUBY-RSWAG-577768;no;no;yes;no;
CVE-2023-37942;SNYK-JAVA-ORGJENKINSCIPLUGINS-5773368;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-577336;no;no;no;yes;
CVE-2023-3765;SNYK-PYTHON-MLFLOW-5781352;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-578135;no;no;yes;no;
CVE-2023-37474;SNYK-PYTHON-COPYPARTY-5777718;https://security.snyk.io/vuln/SNYK-PYTHON-COPYPARTY-577771;no;no;yes;no;
CVE-2023-37460;SNYK-JAVA-ORGCODEHAUSPLEXUS-5805290;https://security.snyk.io/vuln/SNYK-JAVA-ORGCODEHAUSPLEXUS-580529;no;no;yes;no;
CVE-2023-36827;SNYK-PYTHON-ETHYCAFIDES-5756513;https://security.snyk.io/vuln/SNYK-PYTHON-ETHYCAFIDES-575651;no;no;yes;no;
CVE-2023-35852;SNYK-UNMANAGED-SURICATA-5738997;https://security.snyk.io/vuln/SNYK-UNMANAGED-SURICATA-573899;no;no;yes;no;
CVE-2023-35843;SNYK-JS-NOCODB-5721466;https://security.snyk.io/vuln/SNYK-JS-NOCODB-572146;no;no;yes;no;
CVE-2023-35840;SNYK-PHP-STUDIO42ELFINDER-5710369;https://security.snyk.io/vuln/SNYK-PHP-STUDIO42ELFINDER-571036;no;no;yes;no;
CVE-2023-35169;SNYK-PHP-WEBKLEXPHPIMAP-5730776;https://security.snyk.io/vuln/SNYK-PHP-WEBKLEXPHPIMAP-573077;no;no;yes;no;
CVE-2023-35169;SNYK-PHP-WEBKLEXLARAVELIMAP-5730775;https://security.snyk.io/vuln/SNYK-PHP-WEBKLEXLARAVELIMAP-573077;no;no;yes;no;
CVE-2023-34478;SNYK-JAVA-ORGAPACHESHIRO-5804850;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESHIRO-580485;no;no;yes;no;
CVE-2023-3348;SNYK-JS-WRANGLER-5819554;https://security.snyk.io/vuln/SNYK-JS-WRANGLER-581955;no;no;yes;no;
CVE-2023-32992;SNYK-JAVA-IOJENKINSPLUGINS-5539001;https://security.snyk.io/vuln/SNYK-JAVA-IOJENKINSPLUGINS-553900;no;no;no;yes;
CVE-2023-32985;SNYK-JAVA-ORGJENKINSCIPLUGINS-5539015;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-553901;no;no;yes;no;
CVE-2023-3276;SNYK-JAVA-CNHUTOOL-5711900;https://security.snyk.io/vuln/SNYK-JAVA-CNHUTOOL-571190;no;no;no;yes;
CVE-2023-32558;SNYK-UPSTREAM-NODE-5837545;https://security.snyk.io/vuln/SNYK-UPSTREAM-NODE-583754;no;no;yes;no;
CVE-2023-32315;SNYK-JAVA-ORGIGNITEREALTIMEOPENFIRE-5596894;https://security.snyk.io/vuln/SNYK-JAVA-ORGIGNITEREALTIMEOPENFIRE-559689;no;no;yes;no;
CVE-2023-32235;SNYK-JS-GHOST-5497332;https://security.snyk.io/vuln/SNYK-JS-GHOST-549733;no;no;yes;no;
CVE-2023-32076;SNYK-PYTHON-INTOTO-5529846;https://security.snyk.io/vuln/SNYK-PYTHON-INTOTO-552984;no;no;yes;no;
CVE-2023-32004;SNYK-UPSTREAM-NODE-5837546;https://security.snyk.io/vuln/SNYK-UPSTREAM-NODE-583754;no;no;yes;no;
CVE-2023-32003;SNYK-UPSTREAM-NODE-5837451;https://security.snyk.io/vuln/SNYK-UPSTREAM-NODE-583745;no;no;yes;no;
CVE-2023-31861;SNYK-UNMANAGED-ZLMEDIAKITZLMEDIAKIT-5603264;https://security.snyk.io/vuln/SNYK-UNMANAGED-ZLMEDIAKITZLMEDIAKIT-560326;no;no;yes;no;
CVE-2023-3172;SNYK-PHP-FROXLORFROXLOR-5673800;https://security.snyk.io/vuln/SNYK-PHP-FROXLORFROXLOR-567380;no;no;yes;no;
CVE-2023-31718;SNYK-JS-FRANGOTEAMFUXA-5915324;https://security.snyk.io/vuln/SNYK-JS-FRANGOTEAMFUXA-591532;no;no;yes;no;
CVE-2023-31716;SNYK-JS-FRANGOTEAMFUXA-5915274;https://security.snyk.io/vuln/SNYK-JS-FRANGOTEAMFUXA-591527;no;no;yes;no;
CVE-2023-31483;SNYK-UNMANAGED-CAULDRONDEVELOPMENTLLCCBANG-5489503;https://security.snyk.io/vuln/SNYK-UNMANAGED-CAULDRONDEVELOPMENTLLCCBANG-548950;no;no;yes;no;
CVE-2023-30855;SNYK-PHP-PIMCOREPIMCORE-5490785;https://security.snyk.io/vuln/SNYK-PHP-PIMCOREPIMCORE-549078;no;no;yes;no;
CVE-2023-30852;SNYK-PHP-PIMCOREPIMCORE-5488285;https://security.snyk.io/vuln/SNYK-PHP-PIMCOREPIMCORE-548828;no;no;yes;no;
CVE-2023-30626;SNYK-DOTNET-JELLYFINCONTROLLER-5458968;https://security.snyk.io/vuln/SNYK-DOTNET-JELLYFINCONTROLLER-545896;no;no;yes;no;
CVE-2023-30584;SNYK-UPSTREAM-NODE-5756503;https://security.snyk.io/vuln/SNYK-UPSTREAM-NODE-575650;no;no;yes;no;
CVE-2023-3056;SNYK-PHP-0377YFCMFTP6-5664849;https://security.snyk.io/vuln/SNYK-PHP-0377YFCMFTP6-566484;no;no;yes;no;
CVE-2023-30451;SNYK-PHP-TYPO3CMSCORE-6139269;https://security.snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-613926;no;no;yes;no;
CVE-2023-30172;SNYK-PYTHON-MLFLOW-5508649;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-550864;no;no;yes;no;
CVE-2023-29986;SNYK-JAVA-EUHINSCH-5518107;https://security.snyk.io/vuln/SNYK-JAVA-EUHINSCH-551810;no;no;yes;no;
CVE-2023-29887;SNYK-PHP-NUOVOSPREADSHEETREADER-5430852;https://security.snyk.io/vuln/SNYK-PHP-NUOVOSPREADSHEETREADER-543085;no;no;yes;no;
CVE-2023-29200;SNYK-PHP-CONTAOCONTAO-5459021;https://security.snyk.io/vuln/SNYK-PHP-CONTAOCONTAO-545902;no;no;yes;no;
CVE-2023-28685;SNYK-JAVA-ORGJENKINSCIPLUGINS-3368243;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-336824;no;no;no;yes;
CVE-2023-28684;SNYK-JAVA-COMSAPJENKINSCI-3368237;https://security.snyk.io/vuln/SNYK-JAVA-COMSAPJENKINSCI-336823;no;no;no;yes;
CVE-2023-28683;SNYK-JAVA-ORGJENKINSCIPLUGINS-3368241;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-336824;no;no;no;yes;
CVE-2023-28682;SNYK-JAVA-ORGJENKINSCIPLUGINS-3368238;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-336823;no;no;no;yes;
CVE-2023-28681;SNYK-JAVA-ORGJENKINSCIPLUGINS-3368239;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-336823;no;no;no;yes;
CVE-2023-28680;SNYK-JAVA-ORGJENKINSCIPLUGINS-3368240;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-336824;no;no;no;yes;
CVE-2023-28459;SNYK-PYTHON-PRETALX-5441527;https://security.snyk.io/vuln/SNYK-PYTHON-PRETALX-544152;no;no;yes;no;
CVE-2023-28458;SNYK-PYTHON-PRETALX-5441416;https://security.snyk.io/vuln/SNYK-PYTHON-PRETALX-544141;no;no;yes;no;
CVE-2023-28442;SNYK-PYTHON-GEONODE-6226600;https://security.snyk.io/vuln/SNYK-PYTHON-GEONODE-622660;no;no;yes;no;
CVE-2023-28371;SNYK-UNMANAGED-STELLARIUMSTELLARIUM-3360254;https://security.snyk.io/vuln/SNYK-UNMANAGED-STELLARIUMSTELLARIUM-336025;no;no;yes;no;
CVE-2023-28105;SNYK-GOLANG-GITHUBCOMDABLELVGOHUGEUTILZIP-3362241;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMDABLELVGOHUGEUTILZIP-336224;no;no;yes;no;
CVE-2023-28105;SNYK-GOLANG-GITHUBCOMDABLELVGOHUGEUTILFILE-3362242;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMDABLELVGOHUGEUTILFILE-336224;no;no;yes;no;
CVE-2023-2780;SNYK-PYTHON-MLFLOW-5561964;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-556196;no;no;yes;no;
CVE-2023-27755;SNYK-GOLANG-GITHUBCOMGOBBSCOMGOBBS-5425840;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOBBSCOMGOBBS-542584;no;no;yes;no;
CVE-2023-27593;SNYK-GOLANG-GITHUBCOMCILIUMCILIUM-3364517;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCILIUMCILIUM-336451;no;no;yes;no;
CVE-2023-27562;SNYK-JS-N8N-5518109;https://security.snyk.io/vuln/SNYK-JS-N8N-551810;no;no;yes;no;
CVE-2023-27534;SNYK-UNMANAGED-CURL-3368136;https://security.snyk.io/vuln/SNYK-UNMANAGED-CURL-336813;no;no;yes;no;
CVE-2023-27480;SNYK-JAVA-ORGXWIKIPLATFORM-3356648;https://security.snyk.io/vuln/SNYK-JAVA-ORGXWIKIPLATFORM-335664;no;no;no;yes;
CVE-2023-27476;SNYK-PYTHON-OWSLIB-3356626;https://security.snyk.io/vuln/SNYK-PYTHON-OWSLIB-335662;no;no;no;yes;
CVE-2023-2745;SNYK-PHP-JOHNPBLOCHWORDPRESSCORE-5538771;https://security.snyk.io/vuln/SNYK-PHP-JOHNPBLOCHWORDPRESSCORE-553877;no;no;yes;no;
CVE-2023-2745;SNYK-PHP-JOHNPBLOCHWORDPRESS-5538770;https://security.snyk.io/vuln/SNYK-PHP-JOHNPBLOCHWORDPRESS-553877;no;no;yes;no;
CVE-2023-26152;SNYK-JS-STATICSERVER-5722341;https://security.snyk.io/vuln/SNYK-JS-STATICSERVER-572234;no;no;yes;no;
CVE-2023-26126;SNYK-JS-MSTATIC-3244915;https://security.snyk.io/vuln/SNYK-JS-MSTATIC-324491;no;no;yes;no;
CVE-2023-26111;SNYK-JS-NUBOSOFTWARENODESTATIC-3149927;https://security.snyk.io/vuln/SNYK-JS-NUBOSOFTWARENODESTATIC-314992;no;no;yes;no;
CVE-2023-26111;SNYK-JS-NODESTATIC-3149928;https://security.snyk.io/vuln/SNYK-JS-NODESTATIC-314992;no;no;yes;no;
CVE-2023-26043;SNYK-PYTHON-GEONODE-3333097;https://security.snyk.io/vuln/SNYK-PYTHON-GEONODE-333309;no;no;no;yes;
CVE-2023-25652;SNYK-UNMANAGED-GITGIT-5489515;https://security.snyk.io/vuln/SNYK-UNMANAGED-GITGIT-548951;no;no;yes;no;
CVE-2023-25341;SNYK-JS-LADLEREACT-6513785;https://security.snyk.io/vuln/SNYK-JS-LADLEREACT-651378;no;no;yes;no;
CVE-2023-25304;SNYK-UNMANAGED-PRISMLAUNCHERPRISMLAUNCHER-3355204;https://security.snyk.io/vuln/SNYK-UNMANAGED-PRISMLAUNCHERPRISMLAUNCHER-335520;no;no;yes;no;
CVE-2023-24815;SNYK-JAVA-IOVERTX-3318108;https://security.snyk.io/vuln/SNYK-JAVA-IOVERTX-331810;no;no;yes;no;
CVE-2023-24443;SNYK-JAVA-ORGJENKINSCIPLUGINS-3248520;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-324852;no;no;no;yes;
CVE-2023-24441;SNYK-JAVA-ORGJVNETHUDSONPLUGINS-3252243;https://security.snyk.io/vuln/SNYK-JAVA-ORGJVNETHUDSONPLUGINS-325224;no;no;no;yes;
CVE-2023-24430;SNYK-JAVA-ORGJENKINSCIPLUGINS-3248515;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-324851;no;no;no;yes;
CVE-2023-24188;SNYK-JAVA-COMBSTEKUREPORT-3319417;https://security.snyk.io/vuln/SNYK-JAVA-COMBSTEKUREPORT-331941;no;no;yes;no;
CVE-2023-24187;SNYK-JAVA-COMBSTEKUREPORT-3319676;https://security.snyk.io/vuln/SNYK-JAVA-COMBSTEKUREPORT-331967;no;no;no;yes;
CVE-2023-24042;SNYK-UNMANAGED-HFIREF0XLIGHTFTP-3244404;https://security.snyk.io/vuln/SNYK-UNMANAGED-HFIREF0XLIGHTFTP-324440;no;no;yes;no;
CVE-2023-23946;SNYK-UNMANAGED-GITGIT-3319954;https://security.snyk.io/vuln/SNYK-UNMANAGED-GITGIT-331995;no;no;yes;no;
CVE-2023-23926;SNYK-JAVA-ORGNEO4JPROCEDURE-3323846;https://security.snyk.io/vuln/SNYK-JAVA-ORGNEO4JPROCEDURE-332384;no;no;no;yes;
CVE-2023-23608;SNYK-PYTHON-SPOTIPY-3245108;https://security.snyk.io/vuln/SNYK-PYTHON-SPOTIPY-324510;no;no;yes;no;
CVE-2023-2356;SNYK-PYTHON-MLFLOW-5488283;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-548828;no;no;yes;no;
CVE-2023-2336;SNYK-PHP-PIMCOREPIMCORE-5488166;https://security.snyk.io/vuln/SNYK-PHP-PIMCOREPIMCORE-548816;no;no;yes;no;
CVE-2023-22887;SNYK-PYTHON-APACHEAIRFLOW-5773322;https://security.snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-577332;no;no;yes;no;
CVE-2023-22832;SNYK-JAVA-ORGAPACHENIFI-3318145;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHENIFI-331814;no;no;no;yes;
CVE-2023-22320;SNYK-UNMANAGED-OPENAMJPWEBAGENTS-3227645;https://security.snyk.io/vuln/SNYK-UNMANAGED-OPENAMJPWEBAGENTS-322764;no;no;yes;no;
CVE-2023-1800;SNYK-GOLANG-GITHUBCOMSJQZHANGGOFASTDFS-5406318;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMSJQZHANGGOFASTDFS-540631;no;no;yes;no;
CVE-2023-1183;SNYK-UNMANAGED-LIBREOFFICE-5720880;https://security.snyk.io/vuln/SNYK-UNMANAGED-LIBREOFFICE-572088;no;no;yes;no;
CVE-2023-1177;SNYK-PYTHON-MLFLOW-3373049;https://security.snyk.io/vuln/SNYK-PYTHON-MLFLOW-337304;no;no;yes;no;
CVE-2023-0871;SNYK-JAVA-ORGOPENNMSCORE-5840585;https://security.snyk.io/vuln/SNYK-JAVA-ORGOPENNMSCORE-584058;no;no;no;yes;
CVE-2023-0591;SNYK-PYTHON-UBIREADER-5411437;https://security.snyk.io/vuln/SNYK-PYTHON-UBIREADER-541143;no;no;yes;no;
CVE-2023-0316;SNYK-PHP-FROXLORFROXLOR-3230945;https://security.snyk.io/vuln/SNYK-PHP-FROXLORFROXLOR-323094;no;no;yes;no;
CVE-2023-0290;SNYK-GOLANG-WWWVELOCIDEXCOMGOLANGVELOCIRAPTORVQLFILESYSTEM-3237245;https://security.snyk.io/vuln/SNYK-GOLANG-WWWVELOCIDEXCOMGOLANGVELOCIRAPTORVQLFILESYSTEM-323724;no;no;yes;no;
CVE-2023-0290;SNYK-GOLANG-WWWVELOCIDEXCOMGOLANGVELOCIRAPTORSERVICESLAUNCHER-3237246;https://security.snyk.io/vuln/SNYK-GOLANG-WWWVELOCIDEXCOMGOLANGVELOCIRAPTORSERVICESLAUNCHER-323724;no;no;yes;no;
CVE-2023-0241;SNYK-PYTHON-PGADMIN4-5406454;https://security.snyk.io/vuln/SNYK-PYTHON-PGADMIN4-540645;no;no;yes;no;
CVE-2022-48565;SNYK-UNMANAGED-PYTHON-5876624;https://security.snyk.io/vuln/SNYK-UNMANAGED-PYTHON-587662;no;no;no;yes;
CVE-2022-48476;SNYK-JAVA-IOKTOR-5458964;https://security.snyk.io/vuln/SNYK-JAVA-IOKTOR-545896;no;no;yes;no;
CVE-2022-4818;SNYK-JAVA-ORGTALENDMDM-3184950;https://security.snyk.io/vuln/SNYK-JAVA-ORGTALENDMDM-318495;no;no;no;yes;
CVE-2022-47762;SNYK-GOLANG-GITHUBCOMFLIPPEDAURORAGINVUEADMINSERVERAPIV1EXAMPLE-3311279;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMFLIPPEDAURORAGINVUEADMINSERVERAPIV1EXAMPLE-331127;no;no;yes;no;
CVE-2022-46959;SNYK-GOLANG-GITHUBCOMGOSONICSONICSERVICEIMPL-3244442;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOSONICSONICSERVICEIMPL-324444;no;no;yes;no;
CVE-2022-46751;SNYK-JAVA-ORGAPACHEIVY-5847858;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEIVY-584785;no;no;no;yes;
CVE-2022-46682;SNYK-JAVA-ORGJENKINSCIPLUGINS-3164772;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-316477;no;no;no;yes;
CVE-2022-45969;SNYK-GOLANG-GITHUBCOMALISTORGALISTV3SERVER-3173581;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMALISTORGALISTV3SERVER-317358;no;no;yes;no;
CVE-2022-45969;SNYK-GOLANG-GITHUBCOMALISTORGALISTV3PKG-3173579;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMALISTORGALISTV3PKG-317357;no;no;yes;no;
CVE-2022-45969;SNYK-GOLANG-GITHUBCOMALISTORGALISTV3INTERNAL-3173580;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMALISTORGALISTV3INTERNAL-317358;no;no;yes;no;
CVE-2022-45921;SNYK-JAVA-IOFUSIONAUTH-3151100;https://security.snyk.io/vuln/SNYK-JAVA-IOFUSIONAUTH-315110;no;no;yes;no;
CVE-2022-45866;SNYK-UNMANAGED-PIERRELVXQPRESS-3147090;https://security.snyk.io/vuln/SNYK-UNMANAGED-PIERRELVXQPRESS-314709;no;no;yes;no;
CVE-2022-45802;SNYK-JAVA-ORGAPACHESTREAMPARK-5759284;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESTREAMPARK-575928;no;no;yes;no;
CVE-2022-45802;SNYK-JAVA-ORGAPACHESTREAMPARK-5759283;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHESTREAMPARK-575928;no;no;yes;no;
CVE-2022-4572;SNYK-PYTHON-UBIREADER-3175480;https://security.snyk.io/vuln/SNYK-PYTHON-UBIREADER-317548;no;no;yes;no;
CVE-2022-45400;SNYK-JAVA-ORGJVNETHUDSONPLUGINS-3121035;https://security.snyk.io/vuln/SNYK-JAVA-ORGJVNETHUDSONPLUGINS-312103;no;no;no;yes;
CVE-2022-45397;SNYK-JAVA-ORGJENKINSCIPLUGINS-3121086;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-312108;no;no;no;yes;
CVE-2022-45396;SNYK-JAVA-COMTHALESGROUPHUDSONPLUGINS-3121097;https://security.snyk.io/vuln/SNYK-JAVA-COMTHALESGROUPHUDSONPLUGINS-312109;no;no;no;yes;
CVE-2022-45395;SNYK-JAVA-COMTHALESGROUPJENKINSCIPLUGINS-3121102;https://security.snyk.io/vuln/SNYK-JAVA-COMTHALESGROUPJENKINSCIPLUGINS-312110;no;no;no;yes;
CVE-2022-45386;SNYK-JAVA-ORGJENKINSCIPLUGINS-3121154;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-312115;no;no;no;yes;
CVE-2022-4510;SNYK-PYTHON-BINWALK-3250305;https://security.snyk.io/vuln/SNYK-PYTHON-BINWALK-325030;no;no;yes;no;
CVE-2022-44900;SNYK-PYTHON-PY7ZR-3092461;https://security.snyk.io/vuln/SNYK-PYTHON-PY7ZR-309246;no;no;yes;no;
CVE-2022-43689;SNYK-PHP-CONCRETE5CONCRETE5-3114423;https://security.snyk.io/vuln/SNYK-PHP-CONCRETE5CONCRETE5-311442;no;no;no;yes;
CVE-2022-43430;SNYK-JAVA-COMCOMPUWAREJENKINS-3057593;https://security.snyk.io/vuln/SNYK-JAVA-COMCOMPUWAREJENKINS-305759;no;no;no;yes;
CVE-2022-43415;SNYK-JAVA-ORGJENKINSCIPLUGINS-3057597;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-305759;no;no;no;yes;
CVE-2022-42706;SNYK-UNMANAGED-ASTERISK-3160761;https://security.snyk.io/vuln/SNYK-UNMANAGED-ASTERISK-316076;no;no;yes;no;
CVE-2022-42188;SNYK-PHP-LAVALITECMS-3052884;https://security.snyk.io/vuln/SNYK-PHP-LAVALITECMS-305288;no;no;yes;no;
CVE-2022-42096;SNYK-PHP-BACKDROPBACKDROP-3136529;https://security.snyk.io/vuln/SNYK-PHP-BACKDROPBACKDROP-313652;no;yes;no;no;
CVE-2022-41951;SNYK-PHP-OROPLATFORM-6091624;https://security.snyk.io/vuln/SNYK-PHP-OROPLATFORM-609162;no;no;yes;no;
CVE-2022-41241;SNYK-JAVA-ORGJENKINSCIPLUGINS-3030359;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-303035;no;no;no;yes;
CVE-2022-41235;SNYK-JAVA-ORGJENKINSCIPLUGINS-3030354;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-303035;no;no;yes;no;
CVE-2022-41226;SNYK-JAVA-ORGJENKINSCIPLUGINS-3030593;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-303059;no;no;no;yes;
CVE-2022-40734;SNYK-PHP-UNISHARPLARAVELFILEMANAGER-3023725;https://security.snyk.io/vuln/SNYK-PHP-UNISHARPLARAVELFILEMANAGER-302372;no;no;yes;no;
CVE-2022-40705;SNYK-JAVA-SOAP-3034822;https://security.snyk.io/vuln/SNYK-JAVA-SOAP-303482;no;no;no;yes;
CVE-2022-40199;SNYK-PHP-ECCUBEECCUBE-3033897;https://security.snyk.io/vuln/SNYK-PHP-ECCUBEECCUBE-303389;no;no;yes;no;
CVE-2022-40082;SNYK-GOLANG-GITHUBCOMCLOUDWEGOHERTZPKGPROTOCOL-3035498;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCLOUDWEGOHERTZPKGPROTOCOL-303549;no;no;yes;no;
CVE-2022-3976;SNYK-UNMANAGED-LIBIEC61850-3113881;https://security.snyk.io/vuln/SNYK-UNMANAGED-LIBIEC61850-311388;no;no;yes;no;
CVE-2022-39347;SNYK-UNMANAGED-FREERDPFREERDP-3123094;https://security.snyk.io/vuln/SNYK-UNMANAGED-FREERDPFREERDP-312309;no;no;yes;no;
CVE-2022-39296;SNYK-PHP-MELISPLATFORMMELISASSETMANAGER-3043002;https://security.snyk.io/vuln/SNYK-PHP-MELISPLATFORMMELISASSETMANAGER-304300;no;no;yes;no;
CVE-2022-39261;SNYK-PHP-TWIGTWIG-3034911;https://security.snyk.io/vuln/SNYK-PHP-TWIGTWIG-303491;no;no;yes;no;
CVE-2022-39215;SNYK-RUST-TAURI-3025255;https://security.snyk.io/vuln/SNYK-RUST-TAURI-302525;no;no;yes;no;
CVE-2022-39135;SNYK-JAVA-ORGAPACHECALCITE-3021143;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHECALCITE-302114;no;no;no;yes;
CVE-2022-38794;SNYK-UNMANAGED-ZYEARNZAVER-2994384;https://security.snyk.io/vuln/SNYK-UNMANAGED-ZYEARNZAVER-299438;no;no;yes;no;
CVE-2022-38723;SNYK-JAVA-IOGRAVITEEAPIMRESTAPI-3227311;https://security.snyk.io/vuln/SNYK-JAVA-IOGRAVITEEAPIMRESTAPI-322731;no;no;yes;no;
CVE-2022-38638;SNYK-GOLANG-GITHUBCOMCASDOORCASDOOROBJECT-3021146;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCASDOORCASDOOROBJECT-302114;no;no;yes;no;
CVE-2022-38638;SNYK-GOLANG-GITHUBCOMCASDOORCASDOORCONTROLLERS-3021147;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCASDOORCASDOORCONTROLLERS-302114;no;no;yes;no;
CVE-2022-37866;SNYK-JAVA-ORGAPACHEIVY-3106929;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEIVY-310692;no;no;yes;no;
CVE-2022-37865;SNYK-JAVA-ORGAPACHEIVY-3106014;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEIVY-310601;no;no;yes;no;
CVE-2022-3782;SNYK-JAVA-ORGKEYCLOAK-3168671;https://security.snyk.io/vuln/SNYK-JAVA-ORGKEYCLOAK-316867;no;no;yes;no;
CVE-2022-37423;SNYK-JAVA-ORGNEO4JPROCEDURE-2980272;https://security.snyk.io/vuln/SNYK-JAVA-ORGNEO4JPROCEDURE-298027;no;no;yes;no;
CVE-2022-37422;SNYK-JAVA-FISHPAYARASERVERINTERNALWEB-2987512;https://security.snyk.io/vuln/SNYK-JAVA-FISHPAYARASERVERINTERNALWEB-298751;no;no;yes;no;
CVE-2022-37189;SNYK-PYTHON-MEI2VOLPIANO-3018924;https://security.snyk.io/vuln/SNYK-PYTHON-MEI2VOLPIANO-301892;no;no;no;yes;
CVE-2022-36035;SNYK-GOLANG-GITHUBCOMFLUXCDFLUX2CMDFLUX-3013379;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMFLUXCDFLUX2CMDFLUX-301337;no;no;yes;no;
CVE-2022-36007;SNYK-JAVA-COMGITHUBJLANGCH-2980275;https://security.snyk.io/vuln/SNYK-JAVA-COMGITHUBJLANGCH-298027;no;no;yes;no;
